WaterSystemName,County,City,Population,WaterSource,Activity,SystemID,ProvidedCity,GotData,DataGeoJson,DataBoundingBox
HAWAII NATURE CENTER,MAUI,['WAILUKU'],75,Ground water,Active,HI0000240,True,True,"[[{'type': 'Point', 'coordinates': [-156.505051, 20.887041]}]]","[['20.847041', '20.927041', '-156.545051', '-156.465051']]"
KIPAHULU,MAUI,['HALEAKALA'],2000,Ground water,Active,HI0000260,True,True,"[[{'type': 'Point', 'coordinates': [-156.2530817, 20.7100942]}]]","[['20.7100442', '20.7101442', '-156.2531317', '-156.2530317']]"
NEW MOON FOUNDATION,HAWAII,['KAPAAU'],80,Ground water,Active,HI0000170,True,True,"[[{'type': 'Point', 'coordinates': [-155.797806, 20.231275]}]]","[['20.191275', '20.271275', '-155.837806', '-155.757806']]"
POLIHALE STATE PARK,KAUAI,['POLIHALE STATE PARK'],300,Ground water,Active,HI0000426,True,True,"[[{'type': 'Polygon', 'coordinates': [[[-159.7711458, 22.0738148], [-159.7698743, 22.0725563], [-159.7486158, 22.0930161], [-159.7498159, 22.0937366], [-159.7506363, 22.0930413], [-159.7510425, 22.0925523], [-159.7525274, 22.091567], [-159.7531156, 22.0908211], [-159.7544037, 22.0893739], [-159.7564679, 22.0877818], [-159.757199, 22.0871474], [-159.7584966, 22.0859063], [-159.7590438, 22.0851676], [-159.7598343, 22.0846241], [-159.7609835, 22.0838448], [-159.7618962, 22.0833225], [-159.7634055, 22.0819395], [-159.7638092, 22.0813975], [-159.7647112, 22.0804136], [-159.7658347, 22.0795721], [-159.766942, 22.0787036], [-159.7676307, 22.078094], [-159.7681446, 22.0774018], [-159.7688309, 22.0765624], [-159.7689666, 22.0759652], [-159.7711458, 22.0738148]]]}]]","[['22.0725563', '22.0937366', '-159.7711458', '-159.7486158']]"
